pdf_page,chars,preview
20,513,"期滿時為準。所有權人不同意公開展覽之 都市更新事業計畫者，得於公開展覽期滿 前，撤銷其同意。但出具同意書與報核時 之都市更新事業計畫權利義務相同者，不 在此限。」 其立法理由略為： 「考量更新案 件操作實務……以維都市更新事業推動 之 安定性，爰增訂第三項。」 2. 安定性之考量"
21,507,"3. 對欲撤回者而言，撤回之限制違反比例原 則：該限制對欲撤回同意者而言，係限制 其不動產財產權之處分自由。然而倘大多 數之已同意者皆欲撤回，表示該實施者之 更新程序處理，顯然與多數人同意時所預 期之利益不符，則謹守程序之安定性對多 數所有權人缺乏意義，僅對建商或實施者 有 利。"
22,501,"民，不僅欠缺專業知識，政府亦未提供專 業法律從業人士以供諮詢。上開規定僅予 短三十日之期限，不僅未考量雙方實力 差距，且於本件聲請人中案例可知，經同 意而未能及時受專業意見協助，可能將導 致受詐欺而被迫 「被分配到惡劣位置」 ， 亦 已於現行法下喪失救濟可能性。顯然該過 短期限之"
23,496,"法財產權保障之意義及功能均屬空談。 （四）第 過低門檻 1. 該條規定 ： 「經劃定應實施更新之地區 ， 其 土地及合法建築物所有權人得就主管機 關劃定之更新單元，或依所定更新單元劃 定基準自行劃定更新單元，舉辦公聽會， 擬具事業概要，連同公聽會紀錄，申請當 地直轄市、縣（市）主"
24,521,"剖 ， 以其餘 40 排 ○○路公寓都市更新會籌備處」 ，故開始 一連串之紛爭。顯見本條僅以所有權人、 土地、建物面積達 1/10 ，即得組織更新團 體，亦遭少數有心人操縱，進而造成更新 單元內部之分裂 、 對立 ， 以謀取個人私利 ， 甚至使整體更新過程爭議不斷。 3. 被迫劃"
25,499,"於行政行為，無論其為法規命令、行政處 分或其他行政行為，其內容應符合實質正 當程序，其決定並應符合程序上之正當程 序。本條僅要求進行公聽會程序，惟公聽 會程序欠缺行政法上聽證程序之嚴格要 求，就都市更新此一涉及人民不動產財產 權之重大處分，不僅保護不足，且由私人 舉辦公聽會更欠缺"
26,508,"院於第一次判決發回意旨明白指摘，後排 50 明，且攸關被上訴人核准前排 可以適用都市更新條例第 1 單獨辦理重建之處分，是否有違誤（附件 四，第 37 同一建築基地內，分幢單獨辦理之合法性 已有疑義。然本案發生後，本法另為修正 為數棟亦可單獨辦理更新，惟此疑義更 增。 3. 本法"
27,500,"考究可知 ， 九二一震災重建暫行條例第 條並未慮及同一建築基地之安全性及經 濟性之考量，惟本件系爭都市更新條例第 2 市更新之可能性，目的為促進因地震等因 素而受損壞建築物之迅速更新。就其目的 所能達成之利益來看，都更條例第 及私有合法建築物所有權人均超過二分 之一，並其所有土地"
28,527,"增加其危險性。就此觀之，容許同一建築 基地上之數幢或數棟建築割裂更新，所能 提升之促進更新利益有限，卻導致 割裂更 新而新增建築之風險且喪失一體利用土 地之利益，其追求之目的與侵害之利益相 較之下顯失均衡，違反狹義之比例原則， 而屬違憲侵害財產權。 謹 狀 附件一：最高行政法院 "
29,376,"代理人：鄭文龍 律師 中 華 民 國 （附件一） 最高行政法院判決 100 上 訴 人 陳○鶯、陳○泰、張○文、楊○玉、 劉○獎、曾○平、陳○鋒、陳○華、 陳○選、偕○雅、楊○秀、李○慶、 劉○呈、莊○宛、陳○章、王○業（原名： 王○一） 、黃○森、莊○娟、鄭○文、 潘○玉、杜○"
30,706,"訴訟代理人 蔡進良 律師 上列當事人間都市更新事件，上訴人對於中華民國 月 提起上訴，本院判決如下： 一、位於臺北縣土城市（改制後為新北市土城區，下同）○ ○段○○小段○○號土地 ， 建有 5 （即○○○○） ，為民國 91 331 中臺北縣土城市○○路○段○至○號○至○樓計 及"
31,707,"會（下稱都更會）第 區合作合併一更新案 ， 參加人乃再要求儘速通過前排 40 戶之更新案，經 審 議 通 過 後 ， 以 字第 09401534751 起發布實施系爭都市更新事業計畫暨權利變換計畫。上 訴人及曾○滿 、 劉○明等人不服 ， 循序提起行政訴訟 （劉 ○明撤回起訴） "
32,688,"大樓一分為二之更新，應在「部分大樓全倒而部分大樓 安全無虞」 之前提下 ， 始得適用都市更新條例第 2 1 例第 大樓為計算基準，計算其同意之比例辦理重建，顯然違 反都市更新條例第 。 參加人擬定的都市更新事 業計畫，不適用都市更新條例第 已 然違法在先，自無理由主張符合都市更新"
33,711,"畫」 ， 係劃定 「土城市○○路○段○號至○號所在之住宅 社區及同一街廓」 為都市更新地區 ， 「○○路○段○巷 ○ 號○至○樓」即系爭 日公告迅行劃定更新地區內，無須再踐行計畫書「參、 更新地區範圍」 所載之程序 ， 則無論曾○平 、 熊江○足 、 張○菊撤回同意，皆無影響。 "
34,665,"主管機關即被上訴人之行政判斷餘地，被上訴人既審認 參加人財務健全，司法機關即應予尊重。 （五） 、而依行 為時都市更新權利變換實施辦法第 可知若「土地所有權人或權利變換關係人自行選擇」且 「同一位置無二人以上申請分配」 ，自無須以公開抽籤 方式辦理 。 本件前排 40 13 施權"
35,695,"被上訴人 迅行劃定都市更新地區及擬定都市更新計畫」 ，依上開 公告關於更新地區範圍之規定，並參以該計畫係以協助 受損 「集合式住宅」 早日 完成重建為目的 ， 而將受損 「住 宅社區」劃定為都市更新地區，足知，凡經被上訴人判 定為需注意或危險、補強前禁止進入之建物，戶數超過 20"
36,702,"云，亦無足取。則本件按都市更新條例第 僅規定「應經該更新單元範圍內土地及合法建築物所有 權人均超過 ， 並其所有土地總面積及合法建築 物總樓地板面積均超過 上訴人核准參加人所提都市更新事業概要，亦無不合。 至系爭 內，並無被上訴人 91 區範圍」後段規定之適用，業已詳述如前。參加"
37,690,"物，在外觀及實際結構上已失去一幢建物之性質，且依 該社區位置圖觀之，前排與後排建物使用機能亦獨立分 開 ， 故被上訴人依被上訴人所屬工務局會簽意見 ： 「本案 建築物原為一幢，如現況而言，似已難認定為一幢建築 物 ，而得視為他幢建築物。」審認後排 戶非可認定為同一幢建築物，而為實"
38,721,"准，核與行為時都市更新條例第 2 定 ， 以及臺北縣都市更新單元劃定基準第 2 新單元之劃定，在都市計畫或都市更新計畫中有規定 者 ， 依該規定辦理 ， 自行劃定都市更新單元者 ， 應…… ， 為避免重大災害發生，或因戰爭與地震重大事變遭受損 壞等情形，經本府核准者，得不受前項限"
39,753,"人之區分所有權及其基地所有權之應有部分。 （五） 、按 行為時都市更新條例第 業計畫所載之財務計畫內容應為如何之記載為任何規 範，故此部分之記載是否妥適或是否可行，屬都市更新 審議委員會 審議判斷之餘地。由被上訴人都市更新審議 委員會第 訴人都市更新審議委員會已對實施者（參加人）"
40,680,"利變換關係人，以書面向都市更新委員會申請分配更新 後單元位置，並舉辦事業計畫暨權利變換計畫公聽會、 第 分配之結果並協調相關事項，並就公開抽籤方式予以說 明。經核上開表明之事項，俱與法規相符，且該權利變 換計畫業經公開展覽，並經被上訴人都市更新審議委員 會審議通過，被上訴人以原處"
41,674,"轄市、縣（市）主管機關應視實際情況，迅行劃定更新 地區，並視實際需要訂定或變更都市更新計畫︰一、因 戰爭、地震、火災、水災、風災或其他重大事變遭受損 壞。二、為避免重大災害之發生。三、為配合中央或地 方之重大建設。前項更新地區之劃定或都市更新計畫之 擬 定、變更，上級主管機關得指"
42,715,"三分之二，並其 所有土地總面積及合法建築物總樓地板 面積均超過四分之三以上之同意。前項人數與土地及建 築物所有權比例之計算 ， 準用第十二條之規定 。 」 、 第 2 條之 市更新事業時，其同一建築基地上有數幢建築物，其中 部分建築物毀損而辦理重建、整建或維護時，得在不變 更其他"
43,696,"通過後，發布實施系爭都市更新事業計畫暨權利變換計 畫，依法尚無不合。 （一） 、而查被上訴人 91 公告實施「臺北縣 331 定都市更新計畫」 ，其計畫緣起係因三一地震造成臺 北縣多處住宅社區建築物受損，亟需重建、改建，被上 訴人乃依都市更新條例第 訂定上開計畫，將 受損住宅社區"
44,688,"最小更新單元。但因更新面積過大或其他 特殊因素難一 次辦理者，應向臺北縣政府提出申請，並依都市更新條 例第 91 係以經評估判定需拆除重建之建築物「原使用執照坐落 基地範圍」為最小更新單元；並參以更新單元僅係更新 地區內可單獨實施都市更新事業之分區（都市更新條例 第 則以該計畫所"
45,688,"之違法等云，被上訴人顯有誤會。 （二） 、再查系爭 5 戶既在被上訴人迅行劃定之都市更新地區範圍內，即無 被上訴人 規定 ： 「……惟經判斷需拆除建築物 ， 若其毗鄰且位於一 街廓之老舊建築物土地及合法建築物所有權人同意，且 經本縣都市更新審議委員會審議通過者，亦得一併辦理 更新"
46,716,"加人陳明在卷，並有申請書在卷可稽 （原審前審卷 （三） 第 、 133 ○平等 撤回原為之同意 ， 並不影響同意者已逾法定 10 1 例，被上訴人核准參加人所提事業概要計畫，自不受渠 等撤回同意之影響。另上開更新單元範圍及位置為前排 40 尺 。 該更新單元內之土地及合法建築物所"
47,724,"多幢大樓，因重大災害所受損害不同，其中部分建築物 毀損，但其他部分建築物並無安全上顧慮之情況下，始 得以各該幢受損建築物區分所有權人之人數、區分所有 權及其基地所有權應有部分為計算基礎，分別計算其同 意之比例。而查 「○○○○」 集合住宅 90 宗基地，持有同一使用執照，原為一幢"
48,737,"係由 使用機能亦獨立分開，另參據建 築主管機關即被上訴人 所屬工務局 本案建築物原為一幢 ， 現因地震損壞 ， 致部分建物倒塌 ， 現存後棟之建物於外觀及實際結構上（含地下層部分） 均難謂與認定災損部分相連，且二者使用機能原即可獨 立分開 。 準此 ， 如現況而言 ， 似已難認定"
49,741,"面結構檢討評估而為鑑定，其鑑定意見為「紅單 （指前排 50 構重量減少，地震力降低且結構較趨於對稱，故各樓層 之耐震能力 標的物之現況耐震能力有正面之影響」 、 「當紅單 40 拆除後 ， 剩餘 50 示拆除紅單建物對整體結 升之功用。」 （參原審卷 2 - 142 依其提供之建"
50,696,"會已對實施者（參加人）就其針對專案小組會議決 議要 求事項所為之處理或說明進行實質審議，經審議後既認 本件都市更新事業計畫之財務計畫書尚屬可行而審議 通過，法院自應尊重其審議之判斷。再者參加人亦依前 開第 6 89,650,000 （由華南銀行出具同意借款承諾書）及由更新會向同興"
51,207,"建築完成，尚應含權利變換完成，參加人並未舉證明 本件於原審言詞辯論時，已完成都市更新之權利變換程 序，自無其所稱之本件上訴人起訴請求撤銷原處分及訴 願決定，無權利保護之必要，附此敘明。 七、據上論結，本件上訴為無理由。依行政訴訟法第 判決如主文。 中 華 民 國 （本件聲請書其餘"
