pdf_page,chars,preview
34,767,"或其接 受矯 正教 化 之 成效如何 ,縱 使 執行 殘刑 已經 過相 當期 間 ,受 別 人 亦有悛 悔實據 、適於 重入社 會 生活 ,仍 必須 先 一 律 執行 固定殘餘 刑 期屆 滿後 ,嗣 於 接 續執行 他刑期 間 ,符 合 他刑假 釋 要件 時 ,始 有再獲假 釋之"
35,663,"問題 ,不 單僅是 「殘餘刑期長短 」問題 ,同 時涉及 「一併 或 接續執行他刑 」問題 ,以 及 「是否合併計算最低應執行期 間」 整體配套立法 ,應前後連結觀 察 , 問題 ,屬 ,不 宜割裂處理 個別考量 。 鑑於事涉未來修 法方向及個 案救濟方式 ,影響刑事政 策 發展"
36,891,"客觀 要件 ,指受刑 人 受徒 刑之執行 經過 一 定期 間 。比 即 ,有 最低應 執行 之期 間 。例 如 無期徒 刑 執行 逾 25年 期徒 刑 執 行 逾 2分 之 l‵ 累犯 執行 逾 3分 之 2。 比一最低應 執行 期 間 具有二項 功 能 :其 一 ,一 定期 間"
37,776,"並未額外限制受別人之人身 自由 。故假釋制度並未直接 涉及 人身 自由之侵 害 ,其 憲法審查 ,不 應採取嚴格審查標 準 ,而 應適度尊重立法者就假釋制度之整體規範計畫 ,容 許較為寬 廣之立法形成 空間 。 雖 然如 此 ,假 釋制度 亦非僅 是 國家對 受刑 人之 恩 惠或"
38,865,"之 手段 ,是 否為適 當 、必要之 手段 ,則 有疑 問 。 無期徒刑假釋撤銷後 ,原 無 「殘餘刑期 」問題 。系爭規 ,擬 定將無期徒刑之殘刑 「有期徒刑化 」 制其殘餘刑期為 25 年 (或 20年 )。 此一刑期擬制及期 間長短 ,立 法政 策上是否 妥 適 ,或 有討"
39,729,"入社 會生活 ,即應許可其再度假釋 ,無 強令其繼續在監接 受 徒刑執行 ,限 制其人身 自由之必要 。 因此 ,系 爭規定之所以違 憲 ,不 在於假釋撤銷後殘刑之 (無 25年 ,有 「刑期長短 」 期徒刑之 或 20年 期徒刑之剩餘 刑期 ,欠 , ),而 在於假釋撤銷後殘刑"
40,399,"完畢 ,是 否合理 ?其 三 ,對 於 反社 會性 或危 險程 度 不嚴 重之 無期徒 刑 受刑 人 ,改 定後 之 殘餘 刑 期 ,相較於假 釋撤 銷後 有 期徒 刑 受刑 人之 剩餘 刑 期 ,可 能 更短 ,是 否合理 ? 依 本 席 意 見 ,系爭規 定違 憲後 ,不 生"
41,707,"憲 法庭 l13年 憲判 字 第 2號 判 決 協 同 意 見 書 尤伯祥大法官提 出 陳忠五大法官加入 l隹 ,就 本席就本號判決之結論 ,均 敬表贊同 。 多數 意見以比例原 則審查中華民國 8b年 11月 2b日 修正公布及 虯 年 2月 2日 修正公布 並 自少 5年 7"
42,855,"7θ 6號 解釋理 由書 第 8段 參照 )。 寸一故銷假 釋之原 因 ,除 假 釋 中故 意更犯 罪 而受逾 六月有期徒 刑之 宣告確 定者 ,應 依刑 法 第 用 條 第 1項 規 定撤銷假釋 外 ,其 受緩刑 或六 月以下有期徒刑之 宣告確 定者 ,依 同條 第 2項 之規"
43,895,"就 系爭規定一及三規 定無期徒刑假釋經撤銷後 一律執行 固 定殘刑 20年 或 25年 數 意見雖認為不符 手段 必要性 而違反 比例原 則 ,惟 ,無 期徒刑假 釋經撤銷後 一律執行 固定殘刑 ,何 以不符 手段 必要性 ,自 須 究明作為刑罰 手段 之 無期徒刑之 目的 何在"
44,898,"應報 犯 罪 ,並基 此 目的 而 導 出罪 責原 則與 罪刑 相 當原 則 ,進而 因有 罪必罰 而使 其他 人 民對 法律 之 禁止 或 當為誡 命 產 生確 信 強化 了刑 罰 的一般 預 防功 能 。然 而 ,基 於 以下理 由 ,刑罰 ,尤 其 是 自由刑 ,若 僅 以"
45,895,"正如德 國別法學者 李斯特 (F.vonL必zt)在 lθ 世紀末所 言 ,應 報的正義所衍生的惡果 ,是 足以造成一個促成犯罪的刑 l。 ,不 僅為應報 而執行丹 l罰 但不能達成刑罰防衛法益之任 罰 務 ,反 而與此 目標背道而馳 。就作為法理念之合 目的性而言 一僅為應報 "
46,818,"刑罰 手段 。監獄行別 的理 想 ,應該 是改造犯 人 而非創造犯 人 。 監獄創造 的犯 人不應 比改造 的犯 人更多 ,否 則是悖離 自由刑 本 質的異化 (alienation)。 (一 二 作 為刑罰 手段之無期徒 刑 ,若 不以特別預 防為 目的 ,即 無合 憲 之可 "
47,836,"於 以下理 由 ,若 完全按 此字面意義而將 無期徒刑理解為必須 一 律在獄 中終生服刑 ,則無期徒刑將是 憲法所 不容許 的刑 罰 手 段 : 1.這 種 無期徒 刑侵犯 人性尊嚴 : 每個 人都有理性 ,不 須仰賴任何 外在權威之指 導 ,就 能在社 會共 同生活 中依 其理"
48,1076,"之 受別 人 ,其實是被 當作社 會的 「敵人 ┘或 「他者 」,其人 性 尊嚴 已遭 否定 2.這 種 無期徒 刑 即使 不是西告別 ,至 少也是殘忍 、不人道之處遇 或懲罰 就 公 民與政 治權利 國際公約 第 7條 前段 :「 任 何 人不得施 以 西告別 ,或 予以殘 忍"
49,802,"外 、不必要之傷 害 。若再審西ㄅ上述學術研 究之結果 ,則 令受 別 人一律 終 生在獄 中服刑之無期徒刑 ,其 殘忍 、不人道之性 質 ,更加 明顯 。 因此 ,作 為刑罰 手段之無期徒刑 ,仍 應基於特別預防之 目 的 ,給 予 已以相 當期 間之監 禁償付 罪責之受別 人"
50,844,"所 必要者為 限 ,從 而 自應依撤銷 當時之 一切情狀 ,重 新評估個 別 受刑 人於獄 中完成矯 正所 需時 間 ,而 非令所 有這類 受刑 人一 律於獄 中執行 固定長度之 殘刑 。包括撤銷假釋之原 因係 另犯 罪 或違反保安處 分執行 法之規 定 、另犯 罪之情 節與應執"
51,782,"年或 25年 實係將無期徒刑轉換成有期徒刑 ,反 而有利於 受刑 人 ,並 無違 憲可言之 見解 ,乃 是將無期徒刑理解為必須 一律於 以此為前提所 為之 立論 。 l任 ,重 獄 中終生服別之 自由刑 ,並 點 不在於 是否有利於 受別 人 ,而 是在於 憲法 究竟容許 國家使"
52,840,"懼所 生的防衛衝 動 ,對 社 會 中最 少數 、弱勢之個體施 以過度甚 至是殘忍 、不人道之處罰 ,則這樣 的 民主政 治 ,具 備 多數 人不 恃 強凌弱 、瞭解 民主多數 的權 力仍 應 自我 節制 的文化 ,依 照法 治原 則運作 ,不會淪為 多數暴 政 ,也 不虞倒 退"
53,711,"憲法庭 H3年 憲判字第 2判 決 部分協 同部分不 同意見書 詹森林 大法 官提 出 113年 3月 15日 本判 決共有 8項 主文 ,除 第 7項 主文外 ,本 席均 敬表 贊 2項 主文 , 成 ;另 外 ,關於 第 1、 及 第 5項 ,本 席認理 由部 分 有必要再 "
54,1033,"期 間 內 ,如 故 意 更犯 罪 ,受 逾 六 月有 期徒 刑 之 宣告確 定 ,或 故 意 更犯 罪 ,受 緩 刑 或 六 月 以下 有 期徒 刑 之 宣告確 定 ,而 有 再人 監 執行 刑 罰 之 必 要者 ,其 假 釋 即應 子守飲銷 ,或 得 予撤 銷 (刑 法 第 "
55,724,"或謂 :「 假釋之 受刑 人 ,如 於刑 法 第 79條 第 1項 前段所 定期 間經 過後 ,仍未經撤 銷假 釋 ,其 未執行 之刑 ,以 已執行 論 ,故 受刑 人於假 釋期 間改過 自新之表現 ,立 法者 已以本條 項規 定納入考 量 。」 然 而 ,刑 法 第 79條 第"
56,876,"28條 之 上第 1項 )2。 假釋如經撤銷 ,則 須再度入監服 25年 (系 ),且 ,不得 聲請假釋 。易言之 ,無 爭規定三 在該 25年 ;假 , 期徒刑 受刑 人 ,須 在 監獄服刑至少 25年 釋後如經守月牧銷 另須二度服刑 滿 必 年 。兩者相加合計至少 50年 。"
57,1164,"本庭 聲請 憲法審查 ,亦可依本判決意 旨 ,獲 得相 關救濟 。 本席 十分贊同本項 主文 ,茲再補 充理 由於下 。 大法 官及 憲法庭基於釋 憲聲請 ,宣告法規範違憲而失 效者 ,其 主要模 式分為違 憲立即失效 、違 憲定期失效兩種 對犖請 朱之 當事人而言 ,該二法規範"
58,850,"項規定 (第 1項 )判 決宣告法規範立 即失效者 ,於 判決前 已繫屬於各法院而尚未終結之 案件 ,各 法院應依 判決意 旨為 (第 2項 )判決前 已適用前項法規範作成之刑 事確 定裁判 。 ,提 起非 常上訴 (第 二 判 ,檢 察總長得依職權 或被告之聲請 項 )」 。 "
