pdf_page,chars,preview
19,678,"並 隨之 將 殘刑 期間 向下扣減。 倘若刑法無視於此，堅持 貫徹 執行二十 五年固定殘刑 之規定 ，即表示執行 之刑罰，就 滿足正常一般預防需求 而言， 係屬過當之手段，有違反必要性原則之嫌 。 至於 應執行之 殘刑期間 「理論 上 」 應如何扣減？ 以懲治盜匪條例 為例，依該"
20,941,"爭點三 ： 於有關無期徒刑受刑人撤銷假釋執行殘餘刑期之規定有變更 時，系爭規定一、二及四之前段合併觀察；系爭規定三及四之但書合 併觀察，就所應適用法律之規定，是否違憲？ 壹、 刑法施行法以 「撤銷之原因事實發生時點」 為基準點 決定應適用 之 執行 殘刑 規定 之違憲疑慮 此爭點"
21,991,"溯及既往原則，則體現在第 2 之法律。但行為後 之法律有利於行為人者，適用最有利於行為人之法 律。」 據 此規範基礎 ，或有下列問題值得探究。 第一 ，系爭規定中有屬於刑法施行 法之條文，而非刑法本身之條 文 ， 是否亦受刑法禁止不利溯及既往原則的 拘束 ？ 按刑法施行法之意 涵"
22,945,"除在外 。 因此， 若有 刑法施行法之規定 ，其適用之結果 使刑法 規範 之 效力 溯 及於 該規範 生效前發生之行為，且因此惡化行為人之法律地 位， 損害其個人權益， 即 得 以牴觸 憲法 罪刑法定原則 下禁止不利溯及 既往原則 為由 ， 認定 該規定 違憲。 第二、 系爭規定"
23,941,"「犯罪行為時點」為基準的從舊原則， 而非以「假釋許可之時點」為 基準的從新原則， 則 為何 關於 假釋撤銷之法律效果，卻採取以 「撤銷 之原因事實發生時點」 ，亦即再犯行為時點為基準的從新原則？ 從體 系的觀點來看， 刑法施行法似有自我矛盾之處。 細思兩種情形的 差別，可發現立法"
24,850,"行為的效果， 切斷了與前罪的關聯， 自然沒有以前罪作為 基準 點，以 判定 適用變更後之 執行殘刑規定 ， 是否 違反 刑法 禁止 不利 溯及既往 原 則 的前提。 然而 真正的關鍵 ， 還是在於對假釋 本 質的理解。 前已述及， 假釋 之運作乃犯罪所引致 的刑罰效果之一環，與刑"
25,819,"殘刑規定 。 又雖然 撤銷假釋之要件為故意犯後罪，屆時 必定是在完全 可預見 變更後之 執行殘刑規定的情形下為之，然而這 只表示，行為人 在後罪行為時 有迴避執行殘刑 變更之不利效 事實上 可能 性，並不影響 行為人 在前罪行為時 有權信賴， 倘若其 日後在假釋中 ， 即使是 明"
26,864,"假釋之決定 及效果 ， 與刑罰宣告、執行被一體地視為前 罪之 刑罰效果 的體現，因此關於執行殘刑之規定，必須於行為人犯前罪時已存在並 可預見，而 後罪行為終了時或結果發生時之規定，當然 是 行為人於前 罪行為時不存在且不 可 預見 ， 其有權信賴未來於刑事執行中不因 適用 新規定"
27,263,"生時作為基準點而言， (Tat) ， 但 只有行為時才是可預見 法律 並據以決定犯罪 與否 的時點 ，嗣 後結果發生時的新法，是行為人決定是否犯罪時所不可預見 者 ， 因此 不應對受假釋人適用犯罪結果發生時的新執行殘刑規定。 總 結上述，刑法施行法第 終了時或犯罪結果之發生時為基"
28,0,""
