pdf_page,chars,preview
20,619,"憲法解釋聲請書 聲請人林世惟 代理人蔡朝安律師 鍾典晏律師 汪家合律師 為聲請人受最高行政法院以102年度判字第93號終局確定判決， 該確定終局裁判適用法律或命令， 牴觸憲法第7 條平等原則、 憲 法 第 15條財產權、 憲法第23條比例原則及法律保留原則與釋字 第 503號解釋"
21,721,"二函釋， 逕自擴張解釋行政罰法第26條第2 項 「 不起訴」之 範圍及於緩起訴處分， 致使人民因同一事實行為遭受刑罰與 行政罰之對待。 原確定裁判適用系爭二函釋， 作成之裁罰處 分已不法侵害聲請人受憲法保障之財產權； 再 者 ， 原確定判 決所援引之系爭決議逕認關於修正後行政罰法"
22,683,"表 ， 作成100年 6 月 21日北區國稅法二字第 1000012583號重核復查決定， 依修正後之規定按短 扣稅款於限期 内 補繳處1 倍罰鍰， 合計4,098,673 元 。 聲請人仍表不服， 經提起訴願、 行政訴訟， 均 遭駁回受終局裁判確定在案。 (二 ) 原確定判決之"
23,686,"比例原則及法律保留原則與鉤院釋字第503號解 釋所揭示之一事不二罰原則， 聲請人爰聲請鉤院 憲法解釋， 宣告系爭二函釋違憲而無效。 (四） 又原確定判決之裁判理由逕以「 是關於修正後行政 罰法第26條第3 項之適用， 同法第45條第3 項自 應優先於稅捐稽徵法第48條之3 為本院"
24,695,"政罰法第26條第2 項規定， 得依違反行政法上義務 規定裁處之。』」 (二 ) 法務部96年 2 月 16日法律決字第0960005671號函 釋 ：「 查旨揭疑義前於94年 7 月 2 8 日提經本部行 政罰法諮詢小組第1 次會議討論， 獲致具體結論略 以 ：「 ， . , 緩"
25,660,"或指定之公益團體、 地方自治團體、 政府機關、 政 府機構、 行政法人、 社區或其他符合公益目的之機 構或團體， 支付一定之金額或提供義務勞務者， 其 所支付之金額或提供之勞務， 應於依前項規定裁處 之罰鍰 内 扣抵之。』惟同法第45條復增訂第3項 ： 『 本法中華民國100年 "
26,610,"(二 ) 中華民國憲法第15條 ： 人民之生存權、 工作權及 財產權， 應予保障。」 (三） 中華民國憲法第23條 ： 「 以上各條列舉之自由權利， 除為防止妨礙他人自由、 避免緊急危難、 維持社會 秩 序 ， 或增進公共利益所必要者外， 不得以法律限 制之。」 (四） 中華民國"
27,647,"要件及法律效果， 應由法律定之， 以命令為之者， 應有法律明確授權， 始符合憲法第二十三條法律保 留原則之意旨（ 本院釋字第三九四號、 第四0二號 解釋參照 ）。」厥 經 鈞 院 釋 字 第 619號解釋（ 附 件 7 ) 闡明在案。 是以， 法令若係涉及行政罰須經 法律明定或明"
28,607,"本件系爭二函釋解釋行政罰法第26條第2 項 「 不 起訴處分」及 於 「 緩起訴處分」， 使已受緩起訴處 分之人民， 仍須受到行政機關後續之裁罰， 卻未見 任何法律依據授權系爭二函釋得針對行政罰法第 26條第2 項此項行政罰之構成要件， 作出如此認 定 ， 使稅捐稽徵機關得據以作"
29,559,"點 ， 並配合解決我國刑事訴訟制度調整為改 良式當事人進行主義後之法院審理負擔問 題 ， 故立法者乃在起訴與不起訴外， 另行制 訂緩起訴處分制度此一介於起訴及不起訴間 之緩衝制度， 以擴大檢察官對個別案件之刑 事法權力（ 即得毋須經審理程序而對行為人 課以刑罰強度相同之處罰）以避"
