pdf_page,chars,preview
30,683,"存權與工作權、 財產權之保障， 可知某個程度而言， 均 反映我國憲法生存權保障之社會權性質， 並一方面， 也 間接肯認憲法第十五條生存權保障之權利性質。 此與曰 本實務見解大不相同。 此項意旨亦出現於本院釋字第四 六四號解釋。 本院詮釋憲法生存權保障最直接而重要的解釋， 係 釋字"
31,699,"( 一）免稅額不應視為一種國家恩惠 有關所得稅法上個人綜合所得稅「 免稅額」 之規定， 本院釋字第四一五號解釋固認其目的在以稅捐之優惠使 納稅義務人對特定親屬或家屬盡其法定扶養義務， 惟就 免稅額規定之性質， 該號解釋實則並未細究 ( 註 二 十 四 ）° , 然 法院實務見解中"
32,692,"該規定直至七十八年十二月三十日修正公布後， 則更名 為「 免稅額」 ， 惟有關納稅義務人負有扶養義務應予免稅 之意旨， 於所得稅法制定經多次修正均無變異， 顯見此 ( 二）免稅額係國家履行憲法保障人民生存權之一種手段 國家為政務推行而實施租稅高權， 本質上係屬具有 侵害人民財產權"
33,675,"外 ， 亦因此削弱或降低納稅義務人扶養之意願， 進而影響實 際上真正無謀生能力之人民其應受憲法平等保障之生存權。 ( 一） 形式上侵害聲請人財產權 從形式上而論， 系爭規定就納稅義務人扶養親屬或 家屬， 將其所得中， 基於此部分所得係用以盡其法律上 之扶養義務， 本應自其課稅範圍"
34,648,"就近獲得其親屬或家屬之扶養照顧， 危及其受憲法平等 保障之生存權。 四 、系爭規定構成年齡歧視， 不符憲法保障人民平等權與生存權 之意旨 系爭規定之年齡限制， 使納稅義務人扶養滿二十歲、 未 滿六十歲而無謀生能力之其他親屬或家屬， 無法同等減除免 稅 額 ， 形成因受扶養人之年齡"
35,730,"之 「 可疑分類」 （suspect clasification ) 而應予以嚴格審 查基準。 就此而言， 以 「 實足年齡」 （chronological age ) 而為差別待遇之分類基準， 由於年齡與種族、 性別一 樣 ， 均屬不可改變之人身特質， 即便不適用嚴格審查 基 "
36,680,"待遇係為維持社會秩序、 增進公共利益所必要， 雖然 對於夫妻共同收養或夫妻之一方收養他方子女時， 釋 字第五0 二號解釋認宜有彈性之設， 以符合社會生活 之實際需要， 但對於年齡分類基準之選擇與適用， 仍 恐有速斷之虞（ 註 三 十 三 ） 。 2 . 美國憲法之比較觀察 關於美"
37,780,"要適用類型之嚴格審查基準， 聯邦最高法院不願意貿 然承認其構成可疑分類而適用嚴格審查基準亦可理 解 ， 然如同大法官 Thurgod Marshal 於不同意見所 言 ， 此項限制仍可能涉及五十歲以上之人其憲法所保 障之其他重要「 基礎性權利」 （fundamental righ"
38,705,"之未成年人而言， 相較於成年後之其他年齡分類基準， 適足以構成孤立而隔絕之少數， 因此， 對於未成年人所 為之年齡分類， 尤應避免單方面基於成年人之立場而有 恣意之情形發生。 年齡的分類雖然無可厚非， 但年齡既 然是人力無法改變之特質， 具有不可逆轉性， 則立法者 在決定以年齡作"
39,734,"系爭規定對納稅義務人就無謀生能力之親屬或家屬 負有扶養義務而予以免稅額之規定， 其目的固在鼓勵國 人孝親， 然而更進一步之審思， 則係實踐憲法對於人民 生存權保障， 透過扶養義務與負擔義務之納稅義務人免 稅額之規定， 以確保人民生存最低限度之保障。 就此而 言 ， 系爭規定單純以"
40,940,"義務人生存權之意旨有違； 且僅因提升稅務行政效率而 限制受扶養者之年齡， 使納稅義務人無由減除扶養親屬 免稅額， 亦難謂合於課稅公平原則， 不符憲法保障人民 財產權之意旨。 況以年齡為分類基準， 一方面凸顯了社 會對於年齡介於二十歲至六十歲均應具有謀生能力之刻 板印象， 另一方面"
41,855,"註 七 ：曰本學者阪本昌成即以之分為最廣義、 廣 義 （ 所有社會保障之相關 權利） 、 狹 義 （ 以個人所得保障之社會保險與公共扶助之相關權利） 與最狹義（ 僅指公共扶助之最低限度下所得保障之相關權利）等四 種生存權之保障概念。 參照阪本昌成， 憲 法 理 論丨， 1 995"
