pdf_page,chars,preview
21,646,"定按各型汽車之汽缸總排氣量、 行駛里程及使用效率， 推計 其耗油量， 以反映用路程度多寡， 雖不若以個別汽車實際耗 油量計徵精確， 惟乃主管機關考量稽徵成本與技術所作之選 擇 ， 尚未逾越公路法之授權意旨， 與憲法第二十三條之法律 保留原則並無違 背 。」 (二)對釋憲實務規範密"
22,753,"徵對象、費基及費率標準， 在規範密度之要求上至少亦應有 所提升， 方符合法律保留原則。 (三） 對廢棄物清理法第16條第5 項規定之檢討 廢棄物清理法第16條第5 項規定：「 第一項之費率， 由中央主管機關所設之資源回收費率審議委員會依材質、 容 積 、 重量、 對環境之影響、 "
23,603,"費率之形成上。 也由於在上述籠統、 概括之授權下， 主管機 關方可能自行透過裁量， 以政策誘導為名濫用費率， 任意遂 行 其 「 寓禁於徵」之政策。 其 次 ， 更為嚴重的是， 上開授權 母法之規定僅對費率之計算有籠統、 概括之授權， 對 於 「 費 基」應如何認定， 則根本並無"
24,658,"此立法者必須定期持續地審查， 是否特別公課仍應維 持 ， 或是基於情事變更， 尤其是財政目的或其他目的達 成而有廢止或調整、變更之必要， 亦即立法者負有定期 審查及調整之義務9 1 0 。因此即使是曾被聯邦蕙法院肯認 為合憲之特別公課， 若因情事變更而無續行之必要時， 若立法者卻"
25,709,"度欠缺強力有效民主監督之結果。 本案聲請釋憲之標的 亦是如此。 以下將作進一步說明： (1)「 資源回收管理基金」分 設 「 信託基金」及 「 非營業 基金」違反預算法規定且長期未為改善 依廢棄物清理法第十六條第一項之規定，負責回 收 、 清除、 處理物品或其包裝、 容器等責任業"
26,586,"況遭到分割， 及資金統籌運用效益受到限制外， 與 『 預 算法』有關特種基金之定義更有牴觸… 。 行政院環境保 護署允應依法定程序， 修正所執行不合法令規定之附帶 決議事項， 就所主管資源回收基金分列為信託基金與非 正 ° (2)「 資源回收管理基金」分 設 「 信託基金」及 「"
27,591,"特別公課法制整體上欠缺有效之民主監督機制有關。 在過 去大法官解釋承認國家可以課徵特別公課之後， 懇請大法 官利用本案釋蕙之良機， 修補現行特別公課法制民主監督 機制之不足。 (貳） 釋憲標的之法規命令逾越母法之授權 退一步言， 即使不認為上開授權母法已抵觸了法律保留原 則 ， "
28,642,"(參） 聲請釋憲 標的之法規命令違反負擔平等原則 本案課徵之特別公課即使符合上述抽象之容許性要件， 並不 代表其實質 内 容合憲。 蓋上述抽象之容許性要件， 在功能上主要 是在處理國家可否對特定群體課徵特別公課之抽象容許性問題。 即使答案是肯定的， 其實質 内 容仍必須進一步符合"
29,743,"請人只是銷售商 ， 本 身並非瓶蓋之製造商。 在整個生產、 銷 售及消費之環節中， 只是單純使用製造商依當時國際通用技 術所提供之瓶蓋， 為何必須完全承擔所有之肇因者責任 。 上 開法規命令責 由本案 聲請人負擔廢棄物回收清除處理費， 違 反負擔平等原則。 (二）從抑制 PVC "
30,638,"卻反而未將之列為課徵系爭特別公課之對象。 這更可以證明 系爭法規命令之區別對待實明顯違反事物本質而欠缺正當合 理之理由。 又查金屬瓶蓋 PVC 内 墊進入回收處理體系， 經高溫 1000° C 以上熱熔後， 不會產生戴奥辛， 並無對環境嚴重汙染 之 虞 （ 見附件四） ， 卻必須"
