pdf_page,chars,preview
1,765,"釋字第 69 黃昭元大法官 提出 [1 ] 本案聲請人雲林縣議會主張， 2016 布之地方制度法第 （下合稱系爭規定） ，將縣 （市） 議會議長、副議長之選舉及 罷免投票方式，由原來的不記名投票改為記名投票， 違反憲 法第 合憲，然其理由則是先釐 清中央立法對於地方自治的規範 圍"
2,848,"以地方制度法規定應改記名投票方式，就連包括聲請人在內 的各地方議會，也無從本於議事自治權，而自行決定有關其 議長、副議長之投票究竟應採記名或無記名投票方式。 [3] 如果本席的上述理解和推論可以成立，則聲請人在其聲 請書 所提出 之上述主張及其結果，不僅不會是地方自治權之 伸張，"
3,1013,"應指憲法第 、 64 、 112 2 及 第 等 ） ，而不包括由民意代 表行使投票權的間接選舉 （如憲法第 27 、 91 長之互選（憲法第 。 [ 7 ] 按人民行使選舉權之投票 ， 係在行使其憲法權利 （ right ）； 此與間接選舉中，民意代表之行使投票權，係在行使其憲"
4,858,"認中央立法干預之合憲。本席 贊成上述 方法 及結論 ， 並認為 本號解釋之承認系爭規定合憲， 比較是基於我國地方議會議 長、副議長選舉的整體、歷史脈絡 ， 而非 一般性的憲法規範 要求 ， 所為之判斷 。 如果系爭規定所擬防範的問題不復存在 ， 或有其他 情事之重大變遷，中央立法"
5,867,"第 有關 省縣自治通則、第 有關 省自治法 、 及憲法第 有關 縣自治法 的原先規範依據及框架。因此 本案的問題不在於中央有無權力制定地方制度法，而在於地 方制度法到底能規定到多細？是否連地方議會議長、副議長 的產生方式（包括選舉產生、投票方式等相關制度內容）都 當然可以規定？這"
6,989,"竟何在？本席認為，這是一個難以抽象論斷的問題，在方法 上宜先以個案認定為妥。如果真要勉強找出一條可能的界限， 本院釋字第 地方自主權核心領域」 ， 可 能 是本席目前所能想到的抽象標準。 在地方自主權核心領域 內，除非憲法明定（如縣設縣政府及縣議會、縣長及縣議員 由民選產生） ，"
7,844,"中央立法是否已經侵及地方自主權核心領域（雖然這還是很 抽象） ，而非所謂性質一致與否的標準。 [ 16 ] 以本案而言 ，如果以侵害地方自治權為由而認系爭規定 違憲， 則修正前之地方制度法所定無記名投票方式，同樣是 以中央立法強制所有地方議會一律都必須也只能適用同一 種無記名投票"
8,337,"而縣 （市） 自治則是憲法第 110 9 釋上已取代憲法第 者不同。在保障內容及程度上，縣（市）自治有憲法之最低 限度保障（如增修條文第 自治則無憲法明文列舉之任何最低限度保障。在解釋上 ，直 轄市之自治是可以高於、低於或相當於縣（市）自治，中央 立法就此反而享有更大的規範空間。"
