pdf_page,chars,preview
54,774,"無可以拘束修憲機關之憲政規範， 又何足與言自由民主憲 政秩序之建立？此實所以「國 民大會行使職權之程序由何 機關定之」，必須由憲法加以規定之理由。重以憲法原文 本係交由立法院制定國民大會行使職權之程序，國民大會 於八十三年修憲時則於增修條文第一條第九項將之改為 交由國民大會自行訂"
55,758,"反法律成立基本規定之明顯重大瑕疵者，則釋憲機關仍得 宣告其為無效。」本案 違反憲政秩序之情形，單憑議事錄 之記載，即已甚為明顯，無須再為任何事實調查，即可確 定，系爭國民大會修憲程序應受司法審查，並無疑義。是 以身為釋憲機關之大院大法官，即有權宣告系爭修憲條文 為無效。 綜之，國"
56,785,"無限權力的絕對地位。修憲機關不能確切保證民主選舉如 期實施，憲法的存續，將只存在於修憲機關自我抑制的善 意之中。然則，權力可能腐化、濫用，本為憲法所以存在 的基本假設；修憲權為可以摧毀憲法的權力，自無任由修 憲機關決定是否自我抑制，而 使憲法陷於無從自救之困境 的道理。 憲法授與"
57,766,"表本身，乃所以防止民意代表將己身之利害置於整體憲政 秩序之利害之前，對修憲機關而言，憲法為防範修憲機關 自身利益衝突之規範如可成為修憲的客 體，即無從有效限 制修憲機關，故此等規範自應構成修憲之範圍。比如德國 基本法之設有明文之修憲界限情形 ，豈得先由修憲機關加 以修正後再予逾越"
58,771,"須以民主為實質內涵，有憲法而無民主，法律將只是權力 機關的工具，憲法也將只是擺飾而已。制憲者於制憲之時 ，實係透過憲法創造一 憲政秩序而實現並保護一基本的民 主憲政價值，德國憲法學者 Carl Schmit 之修憲界限理 論即本於此理，並為大陸法系 國家修憲界限論之濫觴（附 件九"
59,802,"Unantastbarkeit des Verfasungskern ）。 系爭之憲法增修條文第一條第一項至第三項之規定 ，率爾將本屆國民大會代表以及立法委員之任期延長，實 已嚴重違反前揭民主國原則之基本內涵。蓋透過定期之改 選制度以使國民之意志得以正確反映於國家權力之行使 ，正"
60,762,"、維護民主憲法長久存續之本意，從而徒以民主憲法文義 不夠顯著為由即陷憲法於不設防之危殆 境界，絕非合理之 文義解釋。 大院釋字第二六一號解釋，亦於解釋理由書中明示「 民意代表之定期改選，為反映民意，貫徹民主憲政之途徑 」，此更為民主原則之明證。當時，大院大法官針對「動 員戡亂時期"
61,775,"四、系爭修憲條文，違反平等原則下不分黨派一律平等之修憲 界限，應屬無效。 平等原則為現代民主憲政下通認之修憲界限，業如前 述。蓋「人生而平等」之觀念，實為近代西方民主國家誕 生之基礎，如美國獨立宣言中即明白宣示：「吾人堅信下 列各條為明顯之真理，即人生而平等……」；而法國之人 權"
62,789,"擅予更動之憲法修正界限（附件十九）。 論者或有以為，不分黨派一律平等雖為吾國憲法平等 原則之基礎內涵，然並非即係 為吾國憲法修正之界限者。 然觀乎憲法修改界限理論之產生， 實則與各國之憲政演進 存有密不可分之關聯。以法國為例，由於第二共和憲法曾 在總統路易拿破崙與國民議會中之帝制"
63,805,"利，亦非謂必應採政黨比例代表制度，以決定各黨於議會 之議席（附件二十二）。此不僅為人民憲法上不結社之自 由選擇，亦為「不分黨派一律平等」之當然解釋，否則民 主將成為政黨之民主，而非全民之民主。又吾國雖未如德 國憲法第二十一條第一項明定政黨之內部秩序應符合民 主原則，惟於憲法增修條"
64,698,"會代表，如何尚能謂為獨立參選之候選人？此實為系爭修 憲條文對於國民大會代表以立法委員得票之比例分配議 席，其文義論理上自相矛盾之處。 綜此，系爭修憲條文不僅有其文義論理上之矛盾，並 強使本質不同之國民大會代表與立法委員立於同一之選 舉之民意基礎，此於平等原則 之事務本質即已有所悖"
65,628,"附件六：憲法第十七條、第二十七條、第二十八條、第三十四 條、第四十六條、第六十二條 、第六十四條、第六十 五條、第九十一條、第一百十 二條、第一百十三條、 第一百二十三條、第一百二十 四條、第一百二十六條 、第一百二十九條、第一百三 十條、第一百三十一條 、第一百三十二條、第一百"
66,522,"於氏著「憲法規範性與憲政現 實性」，頁一五七。 附件二十：許宗力，憲法修改界限問題之發生與範圍，憲政時 代第七卷第二期，頁四。 附件二十一：同附件十一，頁二三。 附件二十二：同附件七，頁八十六、八十七。 附件二十三：同附件十九，頁一五二、一五三。 聲 請 人： 立法委員：郝龍斌 "
67,687,"王天競 盧秀燕 邱垂貞 營志宏 邱太三 蔡家福 何智輝 李文忠 趙永清 洪 讀 張蔡美 高揚昇 曾華德 張世良 巴燕達魯 瓦歷斯貝林 中華民國八十八年十月二十八日 （本聲請書附件略） 抄立法委員鄭寶清等七十九人聲請書 立法委員鄭寶清、蔡明憲、葉宜津、張清芳、邱創良、王天競 、賴士"
68,754,"二、本屆國民大會新修訂通過之憲法增修條文第一條第三項後 段及第四條第三項前段，使本屆（第三屆）國民大會代表 與本屆（第四屆）立法委員，自現有任期予以延任之規定 ，違反國民主權原理之民主原則「定期改選」制度，背離 本屆立法委員與國民大會代表被選舉時之公法委任契約 之有限度委任內容，"
69,742,"職權具體之行使，適用憲法發 生立即而明顯之疑義。 二、立法委員依憲法第六十三條，執掌審議預算之權，立法院 及國民大會機關之預算、立法委 員及國民大會代表改選之 預算亦臚蘊之。現任立法委員及 國民大會代表之延任是否 合憲有效，涉諸現任立法委員職權之行使。 三、另，國民大會於同時通過"
70,736,"㈢ 司法院釋字第二六一號解釋文及解 釋理由書，不厭其煩 ，一再明述「定期選舉」之必要性與重要性，涉及民主 憲政。凡此類述，可為自明之理，毋庸贅言。 ㈣ 本屆國民大會修訂通過之憲法增修 條文第一條第三項、 第四條第三項，將第三屆國民大會代表及第四屆立法委 員任期一併延至九十一年六月"
71,594,"第四條第三項，破棄憲法增修條文第一條第六項、憲法 本文第六十五條及司法院釋字第二六一號解釋所揭示國 民大會代表與立法委員定期改選之民主原則，而此等原 則，應為人民選舉立法委員與國民大會代表時，所委託 之公法契約內容，此等權利亦不得讓渡或委託。現任立 法委員與國民大會代表之任期不得"
72,693,"朱鳳芝 秦慧珠 徐成焜 徐應元 蔡 豪 伍澤元 馮滬祥 謝言信 謝章捷 陳宏昌 陳景俊 林忠正 劉文雄 郭素春 陳朝容 李慶安 余政道 戴振耀 葉憲修 徐少萍 朱立倫 黃顯洲 林正二 林耀興 楊瓊櫻 瓦歷斯貝林 張旭成 中華民國八十八年十月二十八日 （本聲請書附件略） 抄立法委員"
